order_id,tradingsymbol,entry_time,exchange,transaction_type,order_type,product,price,trigger_price,exit_time,entry_price,exit_price,position,trade_status,comments,pnl,Metric
-1,BANKNIFTY2260934400CE,09-06-2022 11:54,,BUY,,,,,09-06-2022 12:41,392.4,519.5,BUY,closed,stop loss hit,127.1,Supertrend
-1,BANKNIFTY2260935000PE,09-06-2022 12:42,,BUY,,,,,09-06-2022 13:09,137.05,232.15,BUY,closed,stop loss hit,95.1,Supertrend
-1,BANKNIFTY2260934400CE,09-06-2022 13:13,,BUY,,,,,09-06-2022 13:26,379.2,398.8,BUY,closed,stop loss hit,19.6,Supertrend
-1,BANKNIFTY2260935000PE,09-06-2022 14:19,,BUY,,,,,09-06-2022 14:27,122.45,97.5,BUY,closed,stop loss hit,-24.95,Supertrend
-1,BANKNIFTY2260935000PE,09-06-2022 14:31,,BUY,,,,,09-06-2022 14:38,102.9,118.65,BUY,closed,stop loss hit,15.75,Supertrend
-1,BANKNIFTY2261634900PE,10-06-2022 10:21,,BUY,,,,,10-06-2022 11:01,514.0,521.65,BUY,closed,stop loss hit,7.65,Supertrend
-1,BANKNIFTY2261634300CE,10-06-2022 11:28,,BUY,,,,,10-06-2022 11:29,582.15,546.95,BUY,closed,stop loss hit,-35.2,Supertrend
-1,BANKNIFTY2261634900PE,10-06-2022 12:06,,BUY,,,,,10-06-2022 12:45,550.0,610.0,BUY,closed,stop loss hit,60.0,Supertrend
-1,BANKNIFTY2261634900PE,10-06-2022 13:45,,BUY,,,,,10-06-2022 14:09,588.7,639.4,BUY,closed,stop loss hit,50.7,Supertrend
-1,BANKNIFTY2261634900PE,10-06-2022 14:42,,BUY,,,,,10-06-2022 14:45,665.75,641.15,BUY,closed,stop loss hit,-24.6,Supertrend
-1,BANKNIFTY2261634900PE,10-06-2022 14:46,,BUY,,,,,10-06-2022 14:50,617.2,639.0,BUY,closed,EOD exit,21.8,Supertrend
-1,BANKNIFTY2261633700PE,13-06-2022 10:31,,BUY,,,,,13-06-2022 10:51,585.45,575.5,BUY,closed,stop loss hit,-9.95,Supertrend
-1,BANKNIFTY2261633700PE,13-06-2022 11:04,,BUY,,,,,13-06-2022 11:25,560.0,546.55,BUY,closed,stop loss hit,-13.45,Supertrend
-1,BANKNIFTY2261633700PE,13-06-2022 13:19,,BUY,,,,,13-06-2022 13:37,579.45,553.95,BUY,closed,stop loss hit,-25.5,Supertrend
-1,BANKNIFTY2261633700PE,13-06-2022 14:32,,BUY,,,,,13-06-2022 14:35,586.2,567.0,BUY,closed,stop loss hit,-19.2,Supertrend
-1,BANKNIFTY2261632800CE,14-06-2022 09:32,,BUY,,,,,14-06-2022 09:52,579.1,655.2,BUY,closed,stop loss hit,76.1,Supertrend
-1,BANKNIFTY2261633400PE,14-06-2022 10:09,,BUY,,,,,14-06-2022 10:17,351.5,340.0,BUY,closed,stop loss hit,-11.5,Supertrend
-1,BANKNIFTY2261633400PE,14-06-2022 10:34,,BUY,,,,,14-06-2022 10:43,316.25,290.05,BUY,closed,stop loss hit,-26.2,Supertrend
-1,BANKNIFTY2261632800CE,14-06-2022 11:46,,BUY,,,,,14-06-2022 11:50,866.55,851.95,BUY,closed,stop loss hit,-14.6,Supertrend
-1,BANKNIFTY2261632800CE,14-06-2022 11:59,,BUY,,,,,14-06-2022 12:15,821.3,837.65,BUY,closed,stop loss hit,16.35,Supertrend
-1,BANKNIFTY2261632800CE,14-06-2022 12:22,,BUY,,,,,14-06-2022 12:24,792.85,760.15,BUY,closed,stop loss hit,-32.7,Supertrend
-1,BANKNIFTY2261633400PE,14-06-2022 13:13,,BUY,,,,,14-06-2022 13:21,321.75,290.7,BUY,closed,stop loss hit,-31.05,Supertrend
-1,BANKNIFTY2261633000CE,15-06-2022 09:44,,BUY,,,,,15-06-2022 10:01,430.45,466.3,BUY,closed,stop loss hit,35.85,Supertrend
-1,BANKNIFTY2261633000CE,15-06-2022 10:53,,BUY,,,,,15-06-2022 11:01,475.3,449.2,BUY,closed,stop loss hit,-26.1,Supertrend
-1,BANKNIFTY2261633600PE,15-06-2022 12:00,,BUY,,,,,15-06-2022 12:23,338.85,335.5,BUY,closed,stop loss hit,-3.35,Supertrend
-1,BANKNIFTY2261633000CE,15-06-2022 13:02,,BUY,,,,,15-06-2022 13:17,537.7,548.4,BUY,closed,stop loss hit,10.7,Supertrend
-1,BANKNIFTY2261633000CE,15-06-2022 13:27,,BUY,,,,,15-06-2022 13:32,539.85,521.3,BUY,closed,stop loss hit,-18.55,Supertrend
-1,BANKNIFTY2261633400CE,16-06-2022 09:45,,BUY,,,,,16-06-2022 09:49,264.5,246.05,BUY,closed,stop loss hit,-18.45,Supertrend
-1,BANKNIFTY2261633400CE,16-06-2022 10:23,,BUY,,,,,16-06-2022 10:38,213.9,210.0,BUY,closed,stop loss hit,-3.9,Supertrend
-1,BANKNIFTY2261633400CE,16-06-2022 10:50,,BUY,,,,,16-06-2022 11:02,171.15,160.5,BUY,closed,stop loss hit,-10.65,Supertrend
-1,BANKNIFTY2262332600PE,17-06-2022 09:41,,BUY,,,,,17-06-2022 09:42,455.1,408.15,BUY,closed,stop loss hit,-46.95,Supertrend
-1,BANKNIFTY2262332600PE,17-06-2022 09:55,,BUY,,,,,17-06-2022 09:59,405.1,390.45,BUY,closed,stop loss hit,-14.65,Supertrend
-1,BANKNIFTY2262332600PE,17-06-2022 10:38,,BUY,,,,,17-06-2022 10:52,410.95,438.75,BUY,closed,stop loss hit,27.8,Supertrend
-1,BANKNIFTY2262332600PE,17-06-2022 12:00,,BUY,,,,,17-06-2022 12:09,454.7,449.2,BUY,closed,stop loss hit,-5.5,Supertrend
-1,BANKNIFTY2262332600PE,17-06-2022 12:19,,BUY,,,,,17-06-2022 12:28,430.5,408.75,BUY,closed,stop loss hit,-21.75,Supertrend
-1,BANKNIFTY2262332000CE,17-06-2022 13:09,,BUY,,,,,17-06-2022 13:10,917.9,897.4,BUY,closed,stop loss hit,-20.5,Supertrend
-1,BANKNIFTY2262332000CE,17-06-2022 13:13,,BUY,,,,,17-06-2022 13:20,877.75,863.8,BUY,closed,stop loss hit,-13.95,Supertrend
-1,BANKNIFTY2262332600PE,17-06-2022 14:34,,BUY,,,,,17-06-2022 14:38,421.0,402.55,BUY,closed,stop loss hit,-18.45,Supertrend
-1,BANKNIFTY2262332600PE,17-06-2022 14:51,,BUY,,,,,17-06-2022 14:54,379.05,337.4,BUY,closed,stop loss hit,-41.65,Supertrend
-1,BANKNIFTY2262332400CE,20-06-2022 09:36,,BUY,,,,,20-06-2022 09:39,539.15,503.25,BUY,closed,stop loss hit,-35.9,Supertrend
-1,BANKNIFTY2262333000PE,20-06-2022 11:56,,BUY,,,,,20-06-2022 12:02,483.5,484.25,BUY,closed,stop loss hit,0.75,Supertrend
-1,BANKNIFTY2262333000PE,20-06-2022 12:03,,BUY,,,,,20-06-2022 12:08,476.65,465.0,BUY,closed,stop loss hit,-11.65,Supertrend
-1,BANKNIFTY2262332400CE,20-06-2022 12:46,,BUY,,,,,20-06-2022 12:50,562.6,542.35,BUY,closed,stop loss hit,-20.25,Supertrend
-1,BANKNIFTY2262332400CE,20-06-2022 13:18,,BUY,,,,,20-06-2022 13:42,496.95,536.15,BUY,closed,stop loss hit,39.2,Supertrend
-1,BANKNIFTY2262332600CE,21-06-2022 13:44,,BUY,,,,,21-06-2022 13:45,972.0,937.7,BUY,closed,stop loss hit,-34.3,Supertrend
-1,BANKNIFTY2262332600CE,21-06-2022 13:48,,BUY,,,,,21-06-2022 13:52,936.05,940.0,BUY,closed,stop loss hit,3.95,Supertrend
-1,BANKNIFTY2262332600CE,21-06-2022 14:45,,BUY,,,,,21-06-2022 14:46,839.6,791.6,BUY,closed,stop loss hit,-48.0,Supertrend
-1,BANKNIFTY2262333100PE,22-06-2022 10:17,,BUY,,,,,22-06-2022 10:31,322.55,306.0,BUY,closed,stop loss hit,-16.55,Supertrend
-1,BANKNIFTY2262333100PE,22-06-2022 10:35,,BUY,,,,,22-06-2022 10:52,272.05,285.8,BUY,closed,stop loss hit,13.75,Supertrend
-1,BANKNIFTY2262333100PE,22-06-2022 10:59,,BUY,,,,,22-06-2022 11:27,260.2,327.9,BUY,closed,stop loss hit,67.7,Supertrend
-1,BANKNIFTY2262332500CE,22-06-2022 11:47,,BUY,,,,,22-06-2022 11:50,447.7,427.05,BUY,closed,stop loss hit,-20.65,Supertrend
-1,BANKNIFTY2262332500CE,22-06-2022 11:55,,BUY,,,,,22-06-2022 12:17,431.7,445.3,BUY,closed,stop loss hit,13.6,Supertrend
-1,BANKNIFTY2262333100PE,22-06-2022 12:26,,BUY,,,,,22-06-2022 12:29,323.75,295.35,BUY,closed,stop loss hit,-28.4,Supertrend
-1,BANKNIFTY2262333100PE,22-06-2022 14:05,,BUY,,,,,22-06-2022 14:06,331.75,300.0,BUY,closed,stop loss hit,-31.75,Supertrend
-1,BANKNIFTY2262333100PE,22-06-2022 14:31,,BUY,,,,,22-06-2022 14:35,295.5,289.2,BUY,closed,stop loss hit,-6.3,Supertrend
-1,BANKNIFTY2262332800CE,23-06-2022 10:45,,BUY,,,,,23-06-2022 10:49,559.45,558.6,BUY,closed,stop loss hit,-0.85,Supertrend
-1,BANKNIFTY2262332800CE,23-06-2022 10:53,,BUY,,,,,23-06-2022 11:08,555.25,585.7,BUY,closed,stop loss hit,30.45,Supertrend
-1,BANKNIFTY2262332800CE,23-06-2022 11:32,,BUY,,,,,23-06-2022 11:36,517.3,478.3,BUY,closed,stop loss hit,-39.0,Supertrend
-1,BANKNIFTY2262332800CE,23-06-2022 11:40,,BUY,,,,,23-06-2022 11:43,474.95,468.95,BUY,closed,stop loss hit,-6.0,Supertrend
-1,BANKNIFTY2262333400PE,23-06-2022 13:31,,BUY,,,,,23-06-2022 13:32,571.25,500.7,BUY,closed,stop loss hit,-70.55,Supertrend
-1,BANKNIFTY2262333400PE,23-06-2022 13:53,,BUY,,,,,23-06-2022 13:54,288.7,246.95,BUY,closed,stop loss hit,-41.75,Supertrend
-1,BANKNIFTY2270733300CE,24-06-2022 10:19,,BUY,,,,,24-06-2022 10:49,766.4,784.2,BUY,closed,stop loss hit,17.8,Supertrend
-1,BANKNIFTY2270733300CE,24-06-2022 11:41,,BUY,,,,,24-06-2022 11:48,764.3,748.8,BUY,closed,stop loss hit,-15.5,Supertrend
-1,BANKNIFTY2270733300CE,24-06-2022 11:53,,BUY,,,,,24-06-2022 11:54,752.4,727.85,BUY,closed,stop loss hit,-24.55,Supertrend
-1,BANKNIFTY2270733300CE,24-06-2022 11:57,,BUY,,,,,24-06-2022 12:13,720.2,734.4,BUY,closed,stop loss hit,14.2,Supertrend
-1,BANKNIFTY2270733900PE,24-06-2022 12:39,,BUY,,,,,24-06-2022 12:45,790.0,767.35,BUY,closed,stop loss hit,-22.65,Supertrend
-1,BANKNIFTY2270733900PE,24-06-2022 12:49,,BUY,,,,,24-06-2022 13:02,759.2,735.1,BUY,closed,stop loss hit,-24.1,Supertrend
-1,BANKNIFTY2270733900PE,24-06-2022 13:08,,BUY,,,,,24-06-2022 13:27,733.8,761.8,BUY,closed,stop loss hit,28.0,Supertrend
-1,BANKNIFTY2270733300CE,24-06-2022 13:44,,BUY,,,,,24-06-2022 13:54,739.6,786.0,BUY,closed,stop loss hit,46.4,Supertrend
-1,BANKNIFTY2270733800CE,27-06-2022 09:48,,BUY,,,,,27-06-2022 09:50,674.65,650.0,BUY,closed,stop loss hit,-24.65,Supertrend
-1,BANKNIFTY2270733800CE,27-06-2022 09:58,,BUY,,,,,27-06-2022 10:11,657.0,656.95,BUY,closed,stop loss hit,-0.05,Supertrend
-1,BANKNIFTY2270733800CE,27-06-2022 10:17,,BUY,,,,,27-06-2022 10:18,649.55,628.6,BUY,closed,stop loss hit,-20.95,Supertrend
-1,BANKNIFTY2270733800CE,27-06-2022 10:51,,BUY,,,,,27-06-2022 11:16,640.7,642.25,BUY,closed,stop loss hit,1.55,Supertrend
-1,BANKNIFTY2270734400PE,27-06-2022 12:31,,BUY,,,,,27-06-2022 12:37,826.6,802.5,BUY,closed,stop loss hit,-24.1,Supertrend
-1,BANKNIFTY2270734400PE,27-06-2022 12:44,,BUY,,,,,27-06-2022 12:55,820.25,790.0,BUY,closed,stop loss hit,-30.25,Supertrend
-1,BANKNIFTY2270733800CE,27-06-2022 13:59,,BUY,,,,,27-06-2022 14:07,608.1,603.15,BUY,closed,stop loss hit,-4.95,Supertrend
-1,BANKNIFTY2270733900PE,28-06-2022 09:36,,BUY,,,,,28-06-2022 10:04,635.4,690.9,BUY,closed,stop loss hit,55.5,Supertrend
-1,BANKNIFTY2270733900PE,28-06-2022 10:30,,BUY,,,,,28-06-2022 11:09,677.85,692.05,BUY,closed,stop loss hit,14.2,Supertrend
-1,BANKNIFTY2270733300CE,28-06-2022 12:07,,BUY,,,,,28-06-2022 12:46,710.55,760.0,BUY,closed,stop loss hit,49.45,Supertrend
-1,BANKNIFTY2270733300CE,28-06-2022 13:06,,BUY,,,,,28-06-2022 13:09,697.2,675.75,BUY,closed,stop loss hit,-21.45,Supertrend
-1,BANKNIFTY2270733900PE,28-06-2022 13:37,,BUY,,,,,28-06-2022 13:50,632.85,614.75,BUY,closed,stop loss hit,-18.1,Supertrend
-1,BANKNIFTY2270733900PE,28-06-2022 14:29,,BUY,,,,,28-06-2022 14:35,612.35,596.3,BUY,closed,stop loss hit,-16.05,Supertrend
-1,BANKNIFTY2270733500PE,29-06-2022 10:19,,BUY,,,,,29-06-2022 10:33,552.55,544.5,BUY,closed,stop loss hit,-8.05,Supertrend
-1,BANKNIFTY2270733500PE,29-06-2022 11:59,,BUY,,,,,29-06-2022 12:03,542.85,522.8,BUY,closed,stop loss hit,-20.05,Supertrend
-1,BANKNIFTY2270732900CE,29-06-2022 12:30,,BUY,,,,,29-06-2022 13:12,725.15,780.0,BUY,closed,stop loss hit,54.85,Supertrend
-1,BANKNIFTY2270732900CE,29-06-2022 13:25,,BUY,,,,,29-06-2022 13:45,759.15,758.25,BUY,closed,stop loss hit,-0.9,Supertrend
-1,BANKNIFTY2270732900CE,29-06-2022 13:50,,BUY,,,,,29-06-2022 14:31,758.25,760.1,BUY,closed,stop loss hit,1.85,Supertrend
-1,BANKNIFTY2270732900CE,29-06-2022 14:37,,BUY,,,,,29-06-2022 14:49,726.7,739.55,BUY,closed,stop loss hit,12.85,Supertrend
-1,BANKNIFTY2270733700PE,30-06-2022 09:37,,BUY,,,,,30-06-2022 09:40,517.8,502.15,BUY,closed,stop loss hit,-15.65,Supertrend
-1,BANKNIFTY2270733100CE,30-06-2022 10:00,,BUY,,,,,30-06-2022 10:02,736.45,710.0,BUY,closed,stop loss hit,-26.45,Supertrend
-1,BANKNIFTY2270733100CE,30-06-2022 10:19,,BUY,,,,,30-06-2022 10:30,621.65,639.9,BUY,closed,stop loss hit,18.25,Supertrend
-1,BANKNIFTY2270733100CE,30-06-2022 11:00,,BUY,,,,,30-06-2022 11:13,623.3,627.2,BUY,closed,stop loss hit,3.9,Supertrend
-1,BANKNIFTY2270733700PE,30-06-2022 11:26,,BUY,,,,,30-06-2022 11:43,567.65,575.35,BUY,closed,stop loss hit,7.7,Supertrend
-1,BANKNIFTY2270733700PE,30-06-2022 11:55,,BUY,,,,,30-06-2022 12:18,580.8,598.65,BUY,closed,stop loss hit,17.85,Supertrend
-1,BANKNIFTY2270733700PE,30-06-2022 12:28,,BUY,,,,,30-06-2022 12:37,606.3,630.0,BUY,closed,stop loss hit,23.7,Supertrend
-1,BANKNIFTY2270733700PE,30-06-2022 12:58,,BUY,,,,,30-06-2022 13:06,606.5,587.0,BUY,closed,stop loss hit,-19.5,Supertrend
-1,BANKNIFTY2270733700PE,30-06-2022 13:18,,BUY,,,,,30-06-2022 13:26,571.35,577.15,BUY,closed,stop loss hit,5.8,Supertrend
-1,BANKNIFTY2270733100CE,30-06-2022 14:43,,BUY,,,,,30-06-2022 14:50,618.75,636.05,BUY,closed,EOD exit,17.3,Supertrend
-1,BANKNIFTY2230335800PE,02-03-2022 11:24,,BUY,,,,,02-03-2022 11:41,752.3,813.25,BUY,closed,stop loss hit,60.95,Supertrend
-1,BANKNIFTY2230335800PE,02-03-2022 13:01,,BUY,,,,,02-03-2022 13:03,870.0,850.55,BUY,closed,stop loss hit,-19.45,Supertrend
-1,BANKNIFTY2230335800PE,02-03-2022 13:57,,BUY,,,,,02-03-2022 14:09,827.45,880.1,BUY,closed,stop loss hit,52.65,Supertrend
-1,BANKNIFTY2230335200CE,02-03-2022 14:20,,BUY,,,,,02-03-2022 14:35,294.75,279.3,BUY,closed,stop loss hit,-15.45,Supertrend
-1,BANKNIFTY2230335800PE,02-03-2022 14:44,,BUY,,,,,02-03-2022 14:50,881.95,890.0,BUY,closed,EOD exit,8.05,Supertrend
-1,BANKNIFTY2230335800PE,02-03-2022 14:53,,BUY,,,,,02-03-2022 14:59,901.3,905.6,BUY,closed,stop loss hit,4.3,Supertrend
-1,BANKNIFTY2230335200CE,03-03-2022 09:30,,BUY,,,,,03-03-2022 09:33,400.85,398.4,BUY,closed,stop loss hit,-2.45,Supertrend
-1,BANKNIFTY2230335200CE,03-03-2022 10:09,,BUY,,,,,03-03-2022 10:17,240.05,239.35,BUY,closed,stop loss hit,-0.7,Supertrend
-1,BANKNIFTY2230335200CE,03-03-2022 10:18,,BUY,,,,,03-03-2022 10:27,221.9,200.75,BUY,closed,stop loss hit,-21.15,Supertrend
-1,BANKNIFTY2230335200CE,03-03-2022 10:29,,BUY,,,,,03-03-2022 10:41,216.1,214.0,BUY,closed,stop loss hit,-2.1,Supertrend
-1,BANKNIFTY2230335800PE,03-03-2022 11:13,,BUY,,,,,03-03-2022 11:17,594.85,553.0,BUY,closed,stop loss hit,-41.85,Supertrend
-1,BANKNIFTY2230335200CE,03-03-2022 12:17,,BUY,,,,,03-03-2022 12:19,183.5,160.65,BUY,closed,stop loss hit,-22.85,Supertrend
-1,BANKNIFTY2230335200CE,03-03-2022 12:37,,BUY,,,,,03-03-2022 12:55,92.45,101.65,BUY,closed,stop loss hit,9.2,Supertrend
-1,BANKNIFTY2230335800PE,03-03-2022 13:45,,BUY,,,,,03-03-2022 13:53,662.85,715.0,BUY,closed,stop loss hit,52.15,Supertrend
-1,BANKNIFTY2230335800PE,03-03-2022 14:30,,BUY,,,,,03-03-2022 14:35,778.1,757.4,BUY,closed,stop loss hit,-20.7,Supertrend
-1,BANKNIFTY2231034700PE,04-03-2022 10:50,,BUY,,,,,04-03-2022 11:00,885.45,945.0,BUY,closed,stop loss hit,59.55,Supertrend
-1,BANKNIFTY2231034700PE,04-03-2022 11:29,,BUY,,,,,04-03-2022 11:30,915.5,892.1,BUY,closed,stop loss hit,-23.4,Supertrend
-1,BANKNIFTY2231034700PE,04-03-2022 11:35,,BUY,,,,,04-03-2022 11:45,891.65,898.7,BUY,closed,stop loss hit,7.05,Supertrend
-1,BANKNIFTY2231034100CE,04-03-2022 13:45,,BUY,,,,,04-03-2022 13:46,1200.4,1168.05,BUY,closed,stop loss hit,-32.35,Supertrend
-1,BANKNIFTY2231034100CE,04-03-2022 14:05,,BUY,,,,,04-03-2022 14:09,1100.1,1069.35,BUY,closed,stop loss hit,-30.75,Supertrend
-1,BANKNIFTY2231033300PE,07-03-2022 10:56,,BUY,,,,,07-03-2022 10:57,851.7,826.65,BUY,closed,stop loss hit,-25.05,Supertrend
-1,BANKNIFTY2231033300PE,07-03-2022 11:21,,BUY,,,,,07-03-2022 11:23,869.5,835.0,BUY,closed,stop loss hit,-34.5,Supertrend
-1,BANKNIFTY2231033300PE,07-03-2022 11:24,,BUY,,,,,07-03-2022 11:41,837.1,801.0,BUY,closed,stop loss hit,-36.1,Supertrend
-1,BANKNIFTY2231033300PE,07-03-2022 12:03,,BUY,,,,,07-03-2022 12:07,792.5,771.05,BUY,closed,stop loss hit,-21.45,Supertrend
-1,BANKNIFTY2231032700CE,07-03-2022 13:00,,BUY,,,,,07-03-2022 13:06,832.15,847.05,BUY,closed,stop loss hit,14.9,Supertrend
-1,BANKNIFTY2231032700CE,07-03-2022 13:08,,BUY,,,,,07-03-2022 13:12,806.6,774.75,BUY,closed,stop loss hit,-31.85,Supertrend
-1,BANKNIFTY2231032700CE,07-03-2022 13:16,,BUY,,,,,07-03-2022 13:25,768.15,763.6,BUY,closed,stop loss hit,-4.55,Supertrend
-1,BANKNIFTY2231033300PE,07-03-2022 14:30,,BUY,,,,,07-03-2022 14:32,1066.8,1076.75,BUY,closed,stop loss hit,9.95,Supertrend
-1,BANKNIFTY2231033300PE,07-03-2022 14:35,,BUY,,,,,07-03-2022 14:36,1065.7,1042.45,BUY,closed,stop loss hit,-23.25,Supertrend
-1,BANKNIFTY2231033300PE,07-03-2022 14:52,,BUY,,,,,07-03-2022 14:56,951.0,974.5,BUY,closed,stop loss hit,23.5,Supertrend
-1,BANKNIFTY2231032200CE,08-03-2022 09:41,,BUY,,,,,08-03-2022 09:49,786.0,830.8,BUY,closed,stop loss hit,44.8,Supertrend
-1,BANKNIFTY2231032800PE,08-03-2022 10:25,,BUY,,,,,08-03-2022 10:43,581.05,703.45,BUY,closed,stop loss hit,122.4,Supertrend
-1,BANKNIFTY2231032200CE,08-03-2022 11:20,,BUY,,,,,08-03-2022 11:29,709.75,736.25,BUY,closed,stop loss hit,26.5,Supertrend
-1,BANKNIFTY2231032800PE,08-03-2022 12:08,,BUY,,,,,08-03-2022 12:11,818.0,827.7,BUY,closed,stop loss hit,9.7,Supertrend
-1,BANKNIFTY2231032800PE,08-03-2022 12:24,,BUY,,,,,08-03-2022 12:26,771.85,746.0,BUY,closed,stop loss hit,-25.85,Supertrend
-1,BANKNIFTY2231032200CE,08-03-2022 13:28,,BUY,,,,,08-03-2022 13:46,620.9,785.15,BUY,closed,stop loss hit,164.25,Supertrend
-1,BANKNIFTY2231032800PE,08-03-2022 13:52,,BUY,,,,,08-03-2022 13:58,697.7,681.55,BUY,closed,stop loss hit,-16.15,Supertrend
-1,BANKNIFTY2231032200CE,08-03-2022 14:23,,BUY,,,,,08-03-2022 14:36,797.35,966.0,BUY,closed,stop loss hit,168.65,Supertrend
-1,BANKNIFTY2231032800CE,09-03-2022 10:39,,BUY,,,,,09-03-2022 10:42,654.8,633.1,BUY,closed,stop loss hit,-21.7,Supertrend
-1,BANKNIFTY2231032800CE,09-03-2022 11:17,,BUY,,,,,09-03-2022 11:22,586.2,557.45,BUY,closed,stop loss hit,-28.75,Supertrend
-1,BANKNIFTY2231033400PE,09-03-2022 12:24,,BUY,,,,,09-03-2022 12:27,460.25,408.55,BUY,closed,stop loss hit,-51.7,Supertrend
-1,BANKNIFTY2231032800CE,09-03-2022 13:17,,BUY,,,,,09-03-2022 13:26,878.0,882.0,BUY,closed,stop loss hit,4.0,Supertrend
